date_id,date,year,month,month_name,day,quarter,day_of_week_name
20240302,2024-03-02,2024,3,March,2,1,Saturday
20250423,2025-04-23,2025,4,April,23,2,Wednesday
20241013,2024-10-13,2024,10,October,13,4,Sunday
20240813,2024-08-13,2024,8,August,13,3,Tuesday
20241001,2024-10-01,2024,10,October,1,4,Tuesday
20241226,2024-12-26,2024,12,December,26,4,Thursday
20250904,2025-09-04,2025,9,September,4,3,Thursday
20241118,2024-11-18,2024,11,November,18,4,Monday
20241231,2024-12-31,2024,12,December,31,4,Tuesday
20250819,2025-08-19,2025,8,August,19,3,Tuesday
20240427,2024-04-27,2024,4,April,27,2,Saturday
20240229,2024-02-29,2024,2,February,29,1,Thursday
20250314,2025-03-14,2025,3,March,14,1,Friday
20240216,2024-02-16,2024,2,February,16,1,Friday
20241025,2024-10-25,2024,10,October,25,4,Friday
20240928,2024-09-28,2024,9,September,28,3,Saturday
20240621,2024-06-21,2024,6,June,21,2,Friday
20250526,2025-05-26,2025,5,May,26,2,Monday
20241014,2024-10-14,2024,10,October,14,4,Monday
20240720,2024-07-20,2024,7,July,20,3,Saturday
20250311,2025-03-11,2025,3,March,11,1,Tuesday
20241228,2024-12-28,2024,12,December,28,4,Saturday
20250721,2025-07-21,2025,7,July,21,3,Monday
20240309,2024-03-09,2024,3,March,9,1,Saturday
20241030,2024-10-30,2024,10,October,30,4,Wednesday
20240711,2024-07-11,2024,7,July,11,3,Thursday
20250201,2025-02-01,2025,2,February,1,1,Saturday
20241017,2024-10-17,2024,10,October,17,4,Thursday
20250429,2025-04-29,2025,4,April,29,2,Tuesday
20250821,2025-08-21,2025,8,August,21,3,Thursday
20240628,2024-06-28,2024,6,June,28,2,Friday
20250811,2025-08-11,2025,8,August,11,3,Monday
20250807,2025-08-07,2025,8,August,7,3,Thursday
20250413,2025-04-13,2025,4,April,13,2,Sunday
20240429,2024-04-29,2024,4,April,29,2,Monday
20240912,2024-09-12,2024,9,September,12,3,Thursday
20240327,2024-03-27,2024,3,March,27,1,Wednesday
20250107,2025-01-07,2025,1,January,7,1,Tuesday
20250223,2025-02-23,2025,2,February,23,1,Sunday
20250519,2025-05-19,2025,5,May,19,2,Monday
20241015,2024-10-15,2024,10,October,15,4,Tuesday
20250505,2025-05-05,2025,5,May,5,2,Monday
20250427,2025-04-27,2025,4,April,27,2,Sunday
20240816,2024-08-16,2024,8,August,16,3,Friday
20241006,2024-10-06,2024,10,October,6,4,Sunday
20240420,2024-04-20,2024,4,April,20,2,Saturday
20250802,2025-08-02,2025,8,August,2,3,Saturday
20241120,2024-11-20,2024,11,November,20,4,Wednesday
20250401,2025-04-01,2025,4,April,1,2,Tuesday
20250111,2025-01-11,2025,1,January,11,1,Saturday
20240616,2024-06-16,2024,6,June,16,2,Sunday
20250210,2025-02-10,2025,2,February,10,1,Monday
20241216,2024-12-16,2024,12,December,16,4,Monday
20240322,2024-03-22,2024,3,March,22,1,Friday
20240805,2024-08-05,2024,8,August,5,3,Monday
20241221,2024-12-21,2024,12,December,21,4,Saturday
20240723,2024-07-23,2024,7,July,23,3,Tuesday
20240501,2024-05-01,2024,5,May,1,2,Wednesday
20250312,2025-03-12,2025,3,March,12,1,Wednesday
20240818,2024-08-18,2024,8,August,18,3,Sunday
20240829,2024-08-29,2024,8,August,29,3,Thursday
20240318,2024-03-18,2024,3,March,18,1,Monday
20240503,2024-05-03,2024,5,May,3,2,Friday
20250216,2025-02-16,2025,2,February,16,1,Sunday
20250509,2025-05-09,2025,5,May,9,2,Friday
20241209,2024-12-09,2024,12,December,9,4,Monday
20250605,2025-06-05,2025,6,June,5,2,Thursday
20250708,2025-07-08,2025,7,July,8,3,Tuesday
20240923,2024-09-23,2024,9,September,23,3,Monday
20240814,2024-08-14,2024,8,August,14,3,Wednesday
20240607,2024-06-07,2024,6,June,7,2,Friday
20250820,2025-08-20,2025,8,August,20,3,Wednesday
20250419,2025-04-19,2025,4,April,19,2,Saturday
20241102,2024-11-02,2024,11,November,2,4,Saturday
20241211,2024-12-11,2024,12,December,11,4,Wednesday
20240115,2024-01-15,2024,1,January,15,1,Monday
20240821,2024-08-21,2024,8,August,21,3,Wednesday
20240218,2024-02-18,2024,2,February,18,1,Sunday
20250414,2025-04-14,2025,4,April,14,2,Monday
20241215,2024-12-15,2024,12,December,15,4,Sunday
20240802,2024-08-02,2024,8,August,2,3,Friday
20250905,2025-09-05,2025,9,September,5,3,Friday
20250615,2025-06-15,2025,6,June,15,2,Sunday
20250518,2025-05-18,2025,5,May,18,2,Sunday
20240511,2024-05-11,2024,5,May,11,2,Saturday
20241023,2024-10-23,2024,10,October,23,4,Wednesday
20240603,2024-06-03,2024,6,June,3,2,Monday
20240207,2024-02-07,2024,2,February,7,1,Wednesday
20240815,2024-08-15,2024,8,August,15,3,Thursday
20240320,2024-03-20,2024,3,March,20,1,Wednesday
20240601,2024-06-01,2024,6,June,1,2,Saturday
20241003,2024-10-03,2024,10,October,3,4,Thursday
20250313,2025-03-13,2025,3,March,13,1,Thursday
20241219,2024-12-19,2024,12,December,19,4,Thursday
20240819,2024-08-19,2024,8,August,19,3,Monday
20250626,2025-06-26,2025,6,June,26,2,Thursday
20250903,2025-09-03,2025,9,September,3,3,Wednesday
20250720,2025-07-20,2025,7,July,20,3,Sunday
20241108,2024-11-08,2024,11,November,8,4,Friday
20240527,2024-05-27,2024,5,May,27,2,Monday
20250512,2025-05-12,2025,5,May,12,2,Monday
20250430,2025-04-30,2025,4,April,30,2,Wednesday
20240627,2024-06-27,2024,6,June,27,2,Thursday
20240831,2024-08-31,2024,8,August,31,3,Saturday
20250926,2025-09-26,2025,9,September,26,3,Friday
20240710,2024-07-10,2024,7,July,10,3,Wednesday
20240706,2024-07-06,2024,7,July,6,3,Saturday
20250128,2025-01-28,2025,1,January,28,1,Tuesday
20250906,2025-09-06,2025,9,September,6,3,Saturday
20240120,2024-01-20,2024,1,January,20,1,Saturday
20240412,2024-04-12,2024,4,April,12,2,Friday
20240519,2024-05-19,2024,5,May,19,2,Sunday
20240817,2024-08-17,2024,8,August,17,3,Saturday
20241101,2024-11-01,2024,11,November,1,4,Friday
20240104,2024-01-04,2024,1,January,4,1,Thursday
20241028,2024-10-28,2024,10,October,28,4,Monday
20240524,2024-05-24,2024,5,May,24,2,Friday
20250422,2025-04-22,2025,4,April,22,2,Tuesday
20240402,2024-04-02,2024,4,April,2,2,Tuesday
20240906,2024-09-06,2024,9,September,6,3,Friday
20240410,2024-04-10,2024,4,April,10,2,Wednesday
20240414,2024-04-14,2024,4,April,14,2,Sunday
20240926,2024-09-26,2024,9,September,26,3,Thursday
20241027,2024-10-27,2024,10,October,27,4,Sunday
20240401,2024-04-01,2024,4,April,1,2,Monday
20240324,2024-03-24,2024,3,March,24,1,Sunday
20240526,2024-05-26,2024,5,May,26,2,Sunday
20250829,2025-08-29,2025,8,August,29,3,Friday
20250714,2025-07-14,2025,7,July,14,3,Monday
20250102,2025-01-02,2025,1,January,2,1,Thursday
20250611,2025-06-11,2025,6,June,11,2,Wednesday
20240208,2024-02-08,2024,2,February,8,1,Thursday
20240803,2024-08-03,2024,8,August,3,3,Saturday
20250514,2025-05-14,2025,5,May,14,2,Wednesday
20250328,2025-03-28,2025,3,March,28,1,Friday
20250517,2025-05-17,2025,5,May,17,2,Saturday
20250709,2025-07-09,2025,7,July,9,3,Wednesday
20250806,2025-08-06,2025,8,August,6,3,Wednesday
20240724,2024-07-24,2024,7,July,24,3,Wednesday
20240520,2024-05-20,2024,5,May,20,2,Monday
20250824,2025-08-24,2025,8,August,24,3,Sunday
20240903,2024-09-03,2024,9,September,3,3,Tuesday
20250706,2025-07-06,2025,7,July,6,3,Sunday
20241206,2024-12-06,2024,12,December,6,4,Friday
20250710,2025-07-10,2025,7,July,10,3,Thursday
20250803,2025-08-03,2025,8,August,3,3,Sunday
20240902,2024-09-02,2024,9,September,2,3,Monday
20240107,2024-01-07,2024,1,January,7,1,Sunday
20240101,2024-01-01,2024,1,January,1,1,Monday
20250318,2025-03-18,2025,3,March,18,1,Tuesday
20240620,2024-06-20,2024,6,June,20,2,Thursday
20250622,2025-06-22,2025,6,June,22,2,Sunday
20240421,2024-04-21,2024,4,April,21,2,Sunday
20240827,2024-08-27,2024,8,August,27,3,Tuesday
20240826,2024-08-26,2024,8,August,26,3,Monday
20240920,2024-09-20,2024,9,September,20,3,Friday
20240513,2024-05-13,2024,5,May,13,2,Monday
20240113,2024-01-13,2024,1,January,13,1,Saturday
20240222,2024-02-22,2024,2,February,22,1,Thursday
20241019,2024-10-19,2024,10,October,19,4,Saturday
20250428,2025-04-28,2025,4,April,28,2,Monday
20250409,2025-04-09,2025,4,April,9,2,Wednesday
20250402,2025-04-02,2025,4,April,2,2,Wednesday
20240727,2024-07-27,2024,7,July,27,3,Saturday
20250602,2025-06-02,2025,6,June,2,2,Monday
20250918,2025-09-18,2025,9,September,18,3,Thursday
20250415,2025-04-15,2025,4,April,15,2,Tuesday
20250929,2025-09-29,2025,9,September,29,3,Monday
20250424,2025-04-24,2025,4,April,24,2,Thursday
20240624,2024-06-24,2024,6,June,24,2,Monday
20250525,2025-05-25,2025,5,May,25,2,Sunday
20250801,2025-08-01,2025,8,August,1,3,Friday
20250122,2025-01-22,2025,1,January,22,1,Wednesday
20240408,2024-04-08,2024,4,April,8,2,Monday
20240610,2024-06-10,2024,6,June,10,2,Monday
20240901,2024-09-01,2024,9,September,1,3,Sunday
20240328,2024-03-28,2024,3,March,28,1,Thursday
20250115,2025-01-15,2025,1,January,15,1,Wednesday
20250501,2025-05-01,2025,5,May,1,2,Thursday
20241007,2024-10-07,2024,10,October,7,4,Monday
20241205,2024-12-05,2024,12,December,5,4,Thursday
20240617,2024-06-17,2024,6,June,17,2,Monday
20250825,2025-08-25,2025,8,August,25,3,Monday
20240629,2024-06-29,2024,6,June,29,2,Saturday
20240223,2024-02-23,2024,2,February,23,1,Friday
20241109,2024-11-09,2024,11,November,9,4,Saturday
20240812,2024-08-12,2024,8,August,12,3,Monday
20240905,2024-09-05,2024,9,September,5,3,Thursday
20240602,2024-06-02,2024,6,June,2,2,Sunday
20240525,2024-05-25,2024,5,May,25,2,Saturday
20250426,2025-04-26,2025,4,April,26,2,Saturday
20250515,2025-05-15,2025,5,May,15,2,Thursday
20250817,2025-08-17,2025,8,August,17,3,Sunday
20241024,2024-10-24,2024,10,October,24,4,Thursday
20241018,2024-10-18,2024,10,October,18,4,Friday
20241105,2024-11-05,2024,11,November,5,4,Tuesday
20240702,2024-07-02,2024,7,July,2,3,Tuesday
20250129,2025-01-29,2025,1,January,29,1,Wednesday
20250416,2025-04-16,2025,4,April,16,2,Wednesday
20240911,2024-09-11,2024,9,September,11,3,Wednesday
20250224,2025-02-24,2025,2,February,24,1,Monday
20250316,2025-03-16,2025,3,March,16,1,Sunday
20250707,2025-07-07,2025,7,July,7,3,Monday
20250915,2025-09-15,2025,9,September,15,3,Monday
20240824,2024-08-24,2024,8,August,24,3,Saturday
20250408,2025-04-08,2025,4,April,8,2,Tuesday
20240820,2024-08-20,2024,8,August,20,3,Tuesday
20240609,2024-06-09,2024,6,June,9,2,Sunday
20241113,2024-11-13,2024,11,November,13,4,Wednesday
20250527,2025-05-27,2025,5,May,27,2,Tuesday
20250628,2025-06-28,2025,6,June,28,2,Saturday
20240619,2024-06-19,2024,6,June,19,2,Wednesday
20240417,2024-04-17,2024,4,April,17,2,Wednesday
20250717,2025-07-17,2025,7,July,17,3,Thursday
20241217,2024-12-17,2024,12,December,17,4,Tuesday
20240211,2024-02-11,2024,2,February,11,1,Sunday
20240213,2024-02-13,2024,2,February,13,1,Tuesday
20250619,2025-06-19,2025,6,June,19,2,Thursday
20250406,2025-04-06,2025,4,April,6,2,Sunday
20241016,2024-10-16,2024,10,October,16,4,Wednesday
20250417,2025-04-17,2025,4,April,17,2,Thursday
20250911,2025-09-11,2025,9,September,11,3,Thursday
20240626,2024-06-26,2024,6,June,26,2,Wednesday
20240105,2024-01-05,2024,1,January,5,1,Friday
20240518,2024-05-18,2024,5,May,18,2,Saturday
20240822,2024-08-22,2024,8,August,22,3,Thursday
20250531,2025-05-31,2025,5,May,31,2,Saturday
20240804,2024-08-04,2024,8,August,4,3,Sunday
20240109,2024-01-09,2024,1,January,9,1,Tuesday
20240528,2024-05-28,2024,5,May,28,2,Tuesday
20250603,2025-06-03,2025,6,June,3,2,Tuesday
20250305,2025-03-05,2025,3,March,5,1,Wednesday
20240310,2024-03-10,2024,3,March,10,1,Sunday
20250101,2025-01-01,2025,1,January,1,1,Wednesday
20250703,2025-07-03,2025,7,July,3,3,Thursday
20250330,2025-03-30,2025,3,March,30,1,Sunday
20250928,2025-09-28,2025,9,September,28,3,Sunday
20241225,2024-12-25,2024,12,December,25,4,Wednesday
20241121,2024-11-21,2024,11,November,21,4,Thursday
20250130,2025-01-30,2025,1,January,30,1,Thursday
20250125,2025-01-25,2025,1,January,25,1,Saturday
20250211,2025-02-11,2025,2,February,11,1,Tuesday
20250206,2025-02-06,2025,2,February,6,1,Thursday
20240712,2024-07-12,2024,7,July,12,3,Friday
20240916,2024-09-16,2024,9,September,16,3,Monday
20250629,2025-06-29,2025,6,June,29,2,Sunday
20240515,2024-05-15,2024,5,May,15,2,Wednesday
20240111,2024-01-11,2024,1,January,11,1,Thursday
20240205,2024-02-05,2024,2,February,5,1,Monday
20250808,2025-08-08,2025,8,August,8,3,Friday
20250110,2025-01-10,2025,1,January,10,1,Friday
20241009,2024-10-09,2024,10,October,9,4,Wednesday
20241005,2024-10-05,2024,10,October,5,4,Saturday
20240713,2024-07-13,2024,7,July,13,3,Saturday
20250325,2025-03-25,2025,3,March,25,1,Tuesday
20241128,2024-11-28,2024,11,November,28,4,Thursday
20240922,2024-09-22,2024,9,September,22,3,Sunday
20241004,2024-10-04,2024,10,October,4,4,Friday
20250919,2025-09-19,2025,9,September,19,3,Friday
20250718,2025-07-18,2025,7,July,18,3,Friday
20250804,2025-08-04,2025,8,August,4,3,Monday
20240828,2024-08-28,2024,8,August,28,3,Wednesday
20250728,2025-07-28,2025,7,July,28,3,Monday
20240403,2024-04-03,2024,4,April,3,2,Wednesday
20250513,2025-05-13,2025,5,May,13,2,Tuesday
20250606,2025-06-06,2025,6,June,6,2,Friday
20240425,2024-04-25,2024,4,April,25,2,Thursday
20250215,2025-02-15,2025,2,February,15,1,Saturday
20250321,2025-03-21,2025,3,March,21,1,Friday
20240407,2024-04-07,2024,4,April,7,2,Sunday
20240731,2024-07-31,2024,7,July,31,3,Wednesday
20240123,2024-01-23,2024,1,January,23,1,Tuesday
20240508,2024-05-08,2024,5,May,8,2,Wednesday
20240514,2024-05-14,2024,5,May,14,2,Tuesday
20241008,2024-10-08,2024,10,October,8,4,Tuesday
20250729,2025-07-29,2025,7,July,29,3,Tuesday
20250405,2025-04-05,2025,4,April,5,2,Saturday
20241210,2024-12-10,2024,12,December,10,4,Tuesday
20240423,2024-04-23,2024,4,April,23,2,Tuesday
20250908,2025-09-08,2025,9,September,8,3,Monday
20241031,2024-10-31,2024,10,October,31,4,Thursday
20250909,2025-09-09,2025,9,September,9,3,Tuesday
20250920,2025-09-20,2025,9,September,20,3,Saturday
20240122,2024-01-22,2024,1,January,22,1,Monday
20250901,2025-09-01,2025,9,September,1,3,Monday
20240413,2024-04-13,2024,4,April,13,2,Saturday
20240326,2024-03-26,2024,3,March,26,1,Tuesday
20250303,2025-03-03,2025,3,March,3,1,Monday
20250922,2025-09-22,2025,9,September,22,3,Monday
20240516,2024-05-16,2024,5,May,16,2,Thursday
20250912,2025-09-12,2025,9,September,12,3,Friday
20241106,2024-11-06,2024,11,November,6,4,Wednesday
20250425,2025-04-25,2025,4,April,25,2,Friday
20240110,2024-01-10,2024,1,January,10,1,Wednesday
20240707,2024-07-07,2024,7,July,7,3,Sunday
20250309,2025-03-09,2025,3,March,9,1,Sunday
20240130,2024-01-30,2024,1,January,30,1,Tuesday
20250831,2025-08-31,2025,8,August,31,3,Sunday
20240221,2024-02-21,2024,2,February,21,1,Wednesday
20250418,2025-04-18,2025,4,April,18,2,Friday
20250702,2025-07-02,2025,7,July,2,3,Wednesday
20241103,2024-11-03,2024,11,November,3,4,Sunday
20250308,2025-03-08,2025,3,March,8,1,Saturday
20250506,2025-05-06,2025,5,May,6,2,Tuesday
20250614,2025-06-14,2025,6,June,14,2,Saturday
20241010,2024-10-10,2024,10,October,10,4,Thursday
20250326,2025-03-26,2025,3,March,26,1,Wednesday
20250306,2025-03-06,2025,3,March,6,1,Thursday
20250520,2025-05-20,2025,5,May,20,2,Tuesday
20240914,2024-09-14,2024,9,September,14,3,Saturday
